,NVDA
33648,93.901
33649,93.88
33650,93.96
33651,93.91
33652,93.92
33653,93.895
33654,93.8699
33655,93.9056
33656,93.9904
33657,93.9602
33658,93.96
33659,93.87
33660,93.86000000000004
33661,93.86000000000004
33662,93.89
33663,93.92
33664,93.934
33665,93.93
33666,93.88
33667,93.89
33668,93.9016
33669,93.89
33670,93.87
33671,93.87
33672,93.8692
33673,93.85
33674,93.81
33675,93.8
33676,93.76
33677,93.7962
33678,93.8
33679,93.77
33680,93.76
33681,93.72
33682,93.73
33683,93.84
33684,93.91
33685,93.87
33686,93.85
33687,93.88
33688,93.85
33689,93.85
33690,93.93
33691,93.9
33692,94.0
33693,94.01
33694,94.02
33695,93.98
33696,94.015
33697,94.01
33698,93.9917
33699,94.01
33700,93.99
33701,94.0
33702,94.04
33703,94.0344
33704,94.0399
33705,94.13
33706,94.111
33707,94.09
33708,94.09
33709,94.09
33710,94.11000000000004
33711,94.0742
33712,94.06
33713,94.07
33714,94.02
33715,94.03
33716,93.9601
33717,93.95
33718,93.925
33719,93.8914
33720,93.91
33721,93.9
33722,93.9
33723,93.9363
33724,93.9281
33725,93.97
33726,93.95
33727,93.96
33728,93.96
33729,93.9325
33730,93.89
33731,93.91
33732,93.9005
33733,93.86300000000004
33734,93.87
33735,93.87
33736,93.9
33737,93.885
33738,93.91
33739,93.89
33740,93.9
33741,93.89
33742,93.94
33743,93.935
33744,93.92
33745,93.9799
33746,93.98
33747,93.99
33748,93.99
33749,94.015
33750,94.11000000000004
33751,94.065
33752,93.978
33753,94.0
33754,93.935
33755,93.8753
33756,93.904
33757,93.9899
33758,94.065
33759,93.96
33760,93.9197
33761,94.0
33762,93.96
33763,93.9988
33764,93.898
33765,93.66
33766,93.3298
33767,93.0
33768,93.07
33769,92.9287
33770,92.79
33771,92.87
33772,92.79
33773,93.09
33774,93.3
33775,93.135
33776,93.1612
33777,93.12
33778,93.19
33779,93.06
33780,93.094
33781,93.16
33782,93.2294
33783,93.27
33784,93.31
33785,93.45
33786,93.4872
33787,93.43
33788,93.49
33789,93.49
33790,93.547
33791,93.54
33792,93.55
33793,93.43
33794,93.5
33795,93.6774
33796,93.71
33797,93.71
33798,93.76240000000004
33799,93.72
33800,93.74
33801,93.91
33802,93.92
33803,94.025
33804,94.02
33805,94.0
33806,93.98
33807,94.01
33808,93.99
33809,93.99
33810,94.03
33811,94.05
33812,94.16
33813,94.14
33814,94.06720000000004
33815,94.051
33816,94.02
33817,94.06
33818,94.17
33819,94.04
33820,94.1
33821,94.1074
33822,94.04
33823,94.05
33824,94.1474
33825,94.145
33826,94.15
33827,94.17
33828,94.22
33829,94.22
33830,94.24
33831,94.12
33832,94.09
33833,94.0
33834,93.99
33835,94.0758
33836,94.075
33837,94.07
33838,94.02
33839,94.045
33840,94.05
33841,94.015
33842,94.04
33843,94.01
33844,94.0
33845,94.0151
33846,94.0
33847,94.01
33848,94.07
33849,94.06
33850,94.04
33851,94.08
33852,94.1
33853,94.13
33854,94.18
33855,94.19
33856,94.22
33857,94.2164
33858,94.26
33859,94.23
33860,94.19
33861,94.13
33862,94.13
33863,94.13
33864,94.1
33865,94.1
33866,94.085
33867,94.09
33868,94.095
33869,94.14
33870,94.1
33871,94.1
33872,94.093
33873,94.1167
33874,94.1
33875,94.09
33876,94.2
33877,94.17
33878,94.1208
33879,94.13
33880,94.105
33881,94.13
33882,94.26
33883,94.2
33884,94.23
33885,94.28
33886,94.25
33887,94.225
33888,94.22
33889,94.19860000000004
33890,94.25
33891,94.18
33892,94.21190000000004
33893,94.24
33894,94.21
33895,94.22
33896,94.2299
33897,94.24
33898,94.27
33899,94.265
33900,94.2453
33901,94.23
33902,94.24
33903,94.29
33904,94.3608
33905,94.41
33906,94.415
33907,94.39
33908,94.4
33909,94.38
33910,94.36000000000004
33911,94.11000000000004
33912,94.08
33913,94.1
33914,94.08
33915,94.1
33916,94.04
33917,93.9928
33918,94.06
33919,94.09
33920,94.13
33921,94.13
33922,94.07
33923,94.03
33924,93.91
33925,93.8908
33926,93.86000000000004
33927,93.86000000000004
33928,93.839
33929,93.85
33930,93.7989
33931,93.77
33932,93.815
33933,93.85
33934,93.86000000000004
33935,93.77
33936,93.83
33937,93.89
33938,93.84
33939,93.82
33940,93.81
33941,93.81
33942,93.815
33943,93.86000000000004
33944,93.88
33945,93.89
33946,93.86000000000004
33947,93.925
33948,93.97
33949,93.97
33950,93.8689
33951,93.79
33952,93.791
33953,93.77
33954,93.78
33955,93.82
33956,93.87
33957,93.82
33958,93.83
33959,93.7968
33960,93.78
33961,93.75
33962,93.7
33963,93.6258
33964,93.5583
33965,93.53
33966,93.64
33967,93.62
33968,93.585
33969,93.64
33970,93.64
33971,93.6898
33972,93.66
33973,93.68
33974,93.68
33975,93.6
33976,93.59
33977,93.58
33978,93.5058
33979,93.52
33980,93.5599
33981,93.52
33982,93.55
33983,93.5442
33984,93.55
33985,93.555
33986,93.5199
33987,93.6
33988,93.61000000000004
33989,93.64
33990,93.79
33991,93.805
33992,93.84
33993,93.8435
33994,93.84
33995,93.79
33996,93.78
33997,93.8
33998,93.83
33999,93.9608
34000,94.016
34001,93.965
34002,93.945
34003,94.0
34004,93.94
34005,93.92
34006,93.94
34007,93.95
34008,93.93
34009,93.965
34010,93.945
34011,93.875
34012,93.8718
34013,93.815
34014,93.84
34015,93.84
34016,93.83
34017,93.86000000000004
34018,93.855
34019,93.818
34020,93.82
34021,93.79
34022,93.83
34023,93.75
34024,93.79
34025,93.77
34026,93.785
34027,93.7799
34028,93.765
34029,93.77
34030,93.73
34031,93.76
34032,93.805
34033,93.8
34034,93.88
34035,93.9
34036,93.85
34037,93.88
34038,93.83
34039,93.79
34040,93.885
34041,93.87
34042,93.87
34043,93.82
34044,93.8462
34045,93.8
34046,93.785
34047,93.8
34048,93.83
34049,93.8
34050,93.75
34051,93.78
34052,93.73
34053,93.75
34054,93.72
34055,93.754
34056,93.76
34057,93.7765
34058,93.815
34059,93.78
34060,93.77
34061,93.835
34062,93.86000000000004
34063,93.84
34064,93.8432
34065,93.87
34066,93.8
34067,93.84
34068,93.82
34069,93.83
34070,93.82
34071,93.84
34072,93.82
34073,93.78
34074,93.79
34075,93.745
34076,93.72
34077,93.68
34078,93.6901
34079,93.64
34080,93.635
34081,93.6092
34082,93.62
34083,93.59
34084,93.5811
34085,93.62
34086,93.7
34087,93.8
34088,93.76
34089,93.69
34090,93.64
34091,93.66
34092,93.6
34093,93.6
34094,93.64
34095,93.685
34096,93.65
34097,93.655
34098,93.56
34099,93.4798
34100,93.48500000000004
34101,93.53
34102,93.53
34103,93.58
34104,93.58
34105,93.56
34106,93.58
34107,93.57
34108,93.63
34109,93.64
34110,93.6
34111,93.56
34112,93.56
34113,93.53
34114,93.57
34115,93.525
34116,93.51
34117,93.5342
34118,93.51
34119,93.54
34120,93.45
34121,93.48
34122,93.445
34123,93.45
34124,93.455
34125,93.39
34126,93.395
34127,93.42
34128,93.445
34129,93.4292
34130,93.46
34131,93.41
34132,93.432
34133,93.44
34134,93.435
34135,93.38
34136,93.41
34137,93.3544
34138,93.3333
34139,93.38
34140,93.25
34141,93.3
34142,93.01
34143,92.58
34144,92.917
34145,92.8785
34146,92.9857
34147,93.2802
34148,93.42
34149,93.19
34150,93.29
34151,93.6
34152,93.845
34153,93.97
34154,93.885
34155,93.909
34156,93.86000000000004
34157,93.9524
34158,93.92
34159,93.74
34160,93.58
34161,93.4815
34162,93.38
34163,93.33
34164,93.3708
34165,93.49
34166,93.62
34167,93.58
34168,93.7286
34169,93.7357
34170,93.77
34171,93.81
34172,93.75
34173,93.5901
34174,93.61000000000004
34175,93.62
34176,93.6001
34177,93.66
34178,93.79
34179,93.8007
34180,93.98
34181,94.04
34182,94.1
34183,94.042
34184,94.03
34185,94.03
34186,94.0108
34187,93.94
34188,93.89
34189,93.87
34190,93.88
34191,93.81
34192,93.776
34193,93.61000000000004
34194,93.625
34195,93.56
34196,93.64
34197,93.76
34198,93.82
34199,93.93
34200,93.94
34201,93.92
34202,93.96360000000004
34203,94.0
34204,94.0739
34205,94.07
34206,93.95
34207,93.975
34208,93.81
34209,93.82
34210,93.8
34211,93.75
34212,93.67
34213,93.60100000000004
34214,93.61000000000004
34215,93.57
34216,93.45
34217,93.62
34218,93.68
34219,93.753
34220,93.8
34221,93.753
34222,93.7552
34223,93.77
34224,93.825
34225,93.86000000000004
34226,93.81
34227,93.79
34228,93.794
34229,93.7
34230,93.7101
34231,93.74
34232,93.63
34233,93.71
34234,93.71
34235,93.62
34236,93.7
34237,93.74
34238,93.9
34239,93.83
34240,93.83
34241,93.858
34242,93.75
34243,93.8
34244,93.8016
34245,93.77
34246,93.71
34247,93.71
34248,93.725
34249,93.67
34250,93.68
34251,93.71
34252,93.79
34253,93.77
34254,93.8
34255,93.74
34256,93.75
34257,93.74
34258,93.6532
34259,93.64
34260,93.63
34261,93.66
34262,93.57
34263,93.69
34264,93.78
34265,93.8181
34266,93.92
34267,93.97
34268,93.95
34269,93.96
34270,93.97
34271,93.945
34272,93.925
34273,93.76
34274,93.73
34275,93.704
34276,93.7
34277,93.58
34278,93.565
34279,93.52
34280,93.49
34281,93.44
34282,93.5474
34283,93.63
34284,93.57
34285,93.642
34286,93.57
34287,93.47
34288,93.5
34289,93.49
34290,93.4298
34291,93.3862
34292,93.43
34293,93.49
34294,93.451
34295,93.44
34296,93.39
34297,93.311
34298,93.29
34299,93.362
34300,93.38
34301,93.3595
34302,93.43
34303,93.47
34304,93.43
34305,93.38
34306,93.35
34307,93.35
34308,93.3299
34309,93.39
34310,93.41
34311,93.43
34312,93.56
34313,93.61000000000004
34314,93.58
34315,93.54
34316,93.5424
34317,93.48
34318,93.4898
34319,93.52
34320,93.46
34321,93.53
34322,93.46
34323,93.47
34324,93.5
34325,93.4807
34326,93.49
34327,93.565
34328,93.52
34329,93.59
34330,93.6
34331,93.69
34332,93.67
34333,93.6395
34334,93.59
34335,93.59
34336,93.5804
34337,93.638
34338,93.6
34339,93.61000000000004
34340,93.646
34341,93.66
34342,93.64
34343,93.6
34344,93.608
34345,93.63440000000004
34346,93.6599
34347,93.6333
34348,93.67
34349,93.65
34350,93.65
34351,93.64
34352,93.62
34353,93.6068
34354,93.62
34355,93.6
34356,93.57
34357,93.56
34358,93.55
34359,93.61000000000004
34360,93.61000000000004
34361,93.61000000000004
34362,93.55
34363,93.5882
34364,93.56
34365,93.618
34366,93.58
34367,93.598
34368,93.6
34369,93.59
34370,93.61000000000004
34371,93.61000000000004
34372,93.6
34373,93.58
34374,93.5622
34375,93.56
34376,93.54
34377,93.58
34378,93.61000000000004
34379,93.57
34380,93.56
34381,93.5838
34382,93.54
34383,93.55650000000004
34384,93.53
34385,93.55
34386,93.5518
34387,93.53
34388,93.55
34389,93.6
34390,93.61000000000004
34391,93.6
34392,93.6368
34393,93.6
34394,93.63
34395,93.63
34396,93.64
34397,93.6201
34398,93.64
34399,93.6593
34400,93.65
34401,93.72
34402,93.69
34403,93.68
34404,93.6699
34405,93.676
34406,93.65
34407,93.6752
34408,93.6411
34409,93.6298
34410,93.64
34411,93.65
34412,93.55
34413,93.52
34414,93.5538
34415,93.53
34416,93.46
34417,93.39
34418,93.3164
34419,93.31
34420,93.3192
34421,93.34
34422,93.37
34423,93.4202
34424,93.43
34425,93.37
34426,93.385
34427,93.47
34428,93.47
34429,93.46
34430,93.46
34431,93.48
34432,93.48
34433,93.52
34434,93.67
34435,93.64
34436,93.62
34437,93.62
34438,93.64
34439,93.7
34440,93.81
34441,93.75
34442,93.68
34443,93.66
34444,93.58
34445,93.5089
34446,93.52
34447,93.49
34448,93.5
34449,93.56
34450,93.55
34451,93.55
34452,93.53
34453,93.54
34454,93.46
34455,93.47
34456,93.505
34457,93.5217
34458,93.52
34459,93.545
34460,93.56
34461,93.56
34462,93.57
34463,93.67
34464,93.65
34465,93.621
34466,93.58
34467,93.59
34468,93.56
34469,93.52
34470,93.54
34471,93.59
34472,93.6
34473,93.64
34474,93.65
34475,93.69
34476,93.69
34477,93.692
34478,93.7399
34479,93.66
34480,93.66
34481,93.6801
34482,93.68
34483,93.72
34484,93.79
34485,93.8833
34486,93.995
34487,94.03
34488,94.06
34489,94.0333
34490,93.93
34491,94.01
34492,94.02
34493,94.04
34494,93.98
34495,93.95
34496,93.89
34497,93.93
34498,93.8652
34499,93.8602
34500,93.9
34501,93.91
34502,93.87
34503,93.86000000000004
34504,93.85
34505,93.8415
34506,93.88
34507,93.82
34508,93.865
34509,93.86000000000004
34510,93.83
34511,93.75
34512,93.77
34513,93.77
34514,93.65
34515,93.6198
34516,93.64
34517,93.58
34518,93.61000000000004
34519,93.55
34520,93.5
34521,93.32
34522,93.205
34523,93.1
34524,93.06
34525,93.0403
34526,92.94
34527,92.95
34528,92.91
34529,92.85
34530,92.2
34531,91.6854
34532,91.56
34533,91.55
34534,91.183
34535,91.295
34536,91.35
34537,91.69
34538,91.485
34539,91.5856
34540,91.46
34541,90.7271
34542,90.6095
34543,90.855
34544,90.65
34545,90.25
34546,90.35
34547,89.781
34548,89.7612
34549,89.89
34550,90.01999999999998
34551,89.93
34552,89.95
34553,89.5416
34554,89.53
34555,89.29999999999998
34556,89.14
34557,89.1432
34558,89.36
34559,89.11799999999998
34560,89.7
34561,89.83
34562,89.98
34563,89.98999999999998
34564,90.04999999999998
34565,89.86
34566,89.93
34567,90.04009999999998
34568,89.73999999999998
34569,89.57
34570,89.54999999999998
34571,89.23
34572,89.15
34573,89.25
34574,89.37999999999998
34575,89.59999999999998
34576,89.2724
34577,89.41599999999998
34578,89.37999999999998
34579,89.43999999999998
34580,89.445
34581,89.25
34582,89.09999999999998
34583,88.73999999999998
34584,88.68
34585,88.53499999999998
34586,88.705
34587,88.72
34588,88.68999999999998
34589,88.3093
34590,87.93
34591,87.82
34592,88.0201
34593,87.76
34594,87.92
34595,87.7001
34596,87.76
34597,87.92
34598,87.89
34599,87.7
34600,87.57099999999998
34601,87.22
34602,87.15
34603,86.6615
34604,86.83
34605,86.62
34606,86.3827
34607,86.37
34608,85.92
34609,85.47
34610,85.245
34611,85.48
34612,85.48
34613,85.22
34614,85.14
34615,85.76
34616,85.15999999999998
34617,85.81
34618,85.98
34619,86.32
34620,86.46
34621,86.54
34622,86.8125
34623,87.04
34624,87.07
34625,87.485
34626,87.545
34627,87.7
34628,87.43
34629,87.59999999999998
34630,87.48999999999998
34631,87.25
34632,87.33509999999998
34633,87.01999999999998
34634,87.09999999999998
34635,87.0216
34636,87.1503
34637,87.325
34638,87.51
34639,87.56
34640,87.57
34641,87.37
34642,87.18
34643,87.4692
34644,86.90999999999998
34645,87.11
34646,87.12
34647,87.1648
34648,87.23999999999998
34649,87.18
34650,87.21
34651,87.33
34652,87.31
34653,87.4
34654,87.57
34655,87.46479999999998
34656,87.29999999999998
34657,87.22
34658,87.28
34659,87.102
34660,87.275
34661,87.09999999999998
34662,87.22
34663,87.04999999999998
34664,87.2399
34665,87.155
34666,87.37
34667,87.79999999999998
34668,87.7802
34669,87.56
34670,87.54999999999998
34671,87.56
34672,87.5125
34673,87.37999999999998
34674,87.3268
34675,87.17
34676,86.93999999999998
34677,86.48
34678,86.47
34679,86.37999999999998
34680,86.61
34681,86.83
34682,86.715
34683,86.75119999999998
34684,86.84999999999998
34685,86.56
34686,86.68
34687,86.691
34688,86.8675
34689,86.8618
34690,86.86
34691,86.80899999999998
34692,86.65100000000002
34693,86.86
34694,86.84999999999998
34695,87.0402
34696,87.0656
34697,87.15009999999998
34698,87.06789999999998
34699,86.92919999999998
34700,86.9197
34701,86.84999999999998
34702,86.83
34703,86.6676
34704,86.48200000000001
34705,86.2968
34706,86.15999999999998
34707,86.2531
34708,86.40999999999998
34709,86.21
34710,86.39
34711,86.51999999999998
34712,86.71519999999998
34713,86.71009999999998
34714,86.72
34715,86.8872
34716,86.86
34717,86.87999999999998
34718,86.935
34719,87.01
34720,87.08200000000002
34721,86.90999999999998
34722,86.76
34723,86.67499999999998
34724,86.839
34725,86.87
34726,86.87999999999998
34727,86.9898
34728,87.03
34729,87.28
34730,87.051
34731,87.37999999999998
34732,87.26999999999998
34733,87.29999999999998
34734,87.34
34735,87.325
34736,87.23
34737,87.22
34738,87.27799999999998
34739,87.39499999999998
34740,87.25759999999998
34741,87.095
34742,87.00499999999998
34743,86.941
34744,87.12
34745,86.98
34746,87.08
34747,86.96
34748,86.79999999999998
34749,86.88799999999998
34750,86.86
34751,87.046
34752,87.15999999999998
34753,87.12999999999998
34754,87.34
34755,87.46
34756,87.4201
34757,87.4
34758,87.516
34759,87.61
34760,87.45
34761,87.43
34762,87.34999999999998
34763,87.37999999999998
34764,87.51999999999998
34765,87.68999999999998
34766,87.72499999999998
34767,87.81
34768,87.92
34769,87.97
34770,87.8032
34771,87.72
34772,87.83
34773,87.96
34774,87.76
34775,87.76999999999998
34776,88.04
34777,87.86
34778,87.9
34779,87.95369999999998
34780,88.07
34781,88.03
34782,88.025
34783,88.1397
34784,88.09200000000001
34785,87.98999999999998
34786,87.915
34787,87.93999999999998
34788,87.83
34789,87.82
34790,87.92
34791,87.96
34792,87.96
34793,87.84
34794,87.84
34795,88.0501
34796,87.87999999999998
34797,87.89
34798,87.7
34799,87.51
34800,87.47
34801,87.4497
34802,87.42
34803,87.322
34804,87.45
34805,87.56
34806,87.43
34807,87.47
34808,87.42
34809,87.3875
34810,87.42
34811,87.4
34812,87.4
34813,87.4895
34814,87.43999999999998
34815,87.51999999999998
34816,87.48999999999998
34817,87.43
34818,87.62999999999998
34819,87.75
34820,87.62999999999998
34821,87.79999999999998
34822,87.64499999999998
34823,87.71
34824,87.6607
34825,87.81
34826,87.87
34827,87.83339999999998
34828,87.88259999999998
34829,87.84
34830,87.78
34831,87.78
34832,87.835
34833,87.87999999999998
34834,87.98
34835,87.98200000000001
34836,88.00759999999998
34837,87.8404
34838,87.84
34839,87.87999999999998
34840,87.92
34841,87.92
34842,87.87999999999998
34843,87.8223
34844,87.78
34845,87.98
34846,87.9359
34847,87.86
34848,87.9
34849,87.84
34850,87.88799999999998
34851,87.97629999999998
34852,87.87999999999998
34853,87.92
34854,87.87999999999998
34855,87.825
34856,87.875
34857,87.82
34858,87.73999999999998
34859,87.65
34860,87.61200000000002
34861,87.51
34862,87.58
34863,87.62
34864,87.53029999999998
34865,87.43999999999998
34866,87.34
34867,87.25499999999998
34868,87.3101
34869,87.38899999999998
34870,87.33
34871,87.40999999999998
34872,87.45
34873,87.37999999999998
34874,87.37
34875,87.375
34876,87.36
34877,87.23
34878,87.27989999999998
34879,87.18999999999998
34880,87.18
34881,87.09
34882,87.1766
34883,87.2327
34884,87.22
34885,87.1008
34886,87.11
34887,87.29799999999999
34888,87.15999999999998
34889,87.265
34890,87.3605
34891,87.22
34892,87.23999999999998
34893,87.2698
34894,87.26
34895,87.18999999999998
34896,87.26999999999998
34897,87.22
34898,87.18999999999998
34899,87.25
34900,87.221
34901,87.21
34902,87.28
34903,87.33
34904,87.47
34905,87.5
34906,87.37999999999998
34907,87.40999999999998
34908,87.405
34909,87.3604
34910,87.34
34911,87.43
34912,87.45
34913,87.47
34914,87.47
34915,87.51
34916,87.62
34917,87.64
34918,87.62999999999998
34919,87.65999999999998
34920,87.64
34921,85.62999999999998
34922,86.87
34923,86.65
34924,86.96
34925,87.57
34926,87.43999999999998
34927,87.75
34928,87.78
34929,87.76999999999998
34930,88.14
34931,88.26
34932,88.40999999999998
34933,88.62
34934,88.5764
34935,88.29
34936,87.9103
34937,88.06499999999998
34938,87.78
34939,87.5121
34940,87.34999999999998
34941,87.39
34942,87.37
34943,87.54
34944,87.67
34945,87.62999999999998
34946,87.64
34947,87.43999999999998
34948,87.5
34949,87.76
34950,87.73999999999998
34951,88.14499999999998
34952,88.11499999999998
34953,88.0008
34954,87.84999999999998
34955,87.76999999999998
34956,87.81200000000004
34957,87.59
34958,87.5175
34959,87.33
34960,87.4225
34961,86.75
34962,86.87
34963,86.71
34964,86.64
34965,86.58
34966,86.58
34967,86.18
34968,86.385
34969,86.37999999999998
34970,86.56499999999998
34971,86.73999999999998
34972,86.84
34973,86.8104
34974,86.59999999999998
34975,86.68
34976,86.83
34977,86.97
34978,87.22
34979,87.10989999999998
34980,87.22
34981,87.33
34982,87.54
34983,87.58
34984,87.56
34985,87.43
34986,87.43
34987,87.53709999999998
34988,87.62
34989,87.63049999999998
34990,87.7509
34991,87.62919999999998
34992,87.64
34993,87.86
34994,87.7999
34995,87.7
34996,87.60600000000002
34997,87.58
34998,87.57
34999,87.51
35000,87.67
35001,87.59
35002,87.65
35003,87.59999999999998
35004,87.32
35005,87.29
35006,87.375
35007,87.3546
35008,87.43229999999998
35009,87.39499999999998
35010,87.59239999999998
35011,87.8696
35012,87.79
35013,87.68999999999998
35014,87.6799
35015,87.43999999999998
35016,87.6398
35017,87.59999999999998
35018,87.75
35019,87.9
35020,87.92
35021,87.76999999999998
35022,87.65
35023,87.68
35024,87.71
35025,87.68999999999998
35026,87.64
35027,87.68009999999998
35028,87.7
35029,87.65
35030,87.72
35031,87.73999999999998
35032,87.73999999999998
35033,87.72
35034,87.7399
35035,87.74799999999998
35036,87.93
35037,88.15
35038,88.226
35039,88.2501
35040,88.18
35041,88.31
35042,88.39
35043,88.39
35044,88.37299999999998
35045,88.28
35046,88.21
35047,88.0783
35048,87.90999999999998
35049,88.0074
35050,88.18
35051,88.1599
35052,88.14
35053,88.09
35054,88.04
35055,87.93
35056,87.95
35057,88.0172
35058,88.06
35059,88.08
35060,88.11
35061,88.06
35062,88.04
35063,88.08
35064,88.0
35065,88.15999999999998
35066,88.23
35067,88.2968
35068,88.29999999999998
35069,88.31200000000004
35070,88.23999999999998
35071,88.25
35072,88.40999999999998
35073,88.23
35074,88.17969999999998
35075,88.23
35076,88.31
35077,88.33
35078,88.29399999999998
35079,88.15
35080,88.2
35081,88.302
35082,88.15999999999998
35083,88.26
35084,88.22
35085,88.28
35086,88.33
35087,88.53
35088,88.57
35089,88.6722
35090,88.61499999999998
35091,88.65999999999998
35092,88.7
35093,88.6849
35094,88.56
35095,88.5582
35096,88.62999999999998
35097,88.64
35098,88.59
35099,88.51999999999998
35100,88.54999999999998
35101,88.37
35102,88.36
35103,88.345
35104,88.43
35105,88.48999999999998
35106,88.36499999999998
35107,88.28
35108,88.1551
35109,88.18999999999998
35110,88.2697
35111,88.39
35112,88.36200000000002
35113,88.3763
35114,88.33
35115,88.36
35116,88.34999999999998
35117,88.3897
35118,88.40999999999998
35119,88.31
35120,88.29999999999998
35121,88.34319999999998
35122,88.43
35123,88.45
35124,88.41799999999998
35125,88.382
35126,88.46
35127,88.405
35128,88.385
35129,88.4
35130,88.3474
35131,88.34999999999998
35132,88.37999999999998
35133,88.39
35134,88.325
35135,88.26999999999998
35136,88.29999999999998
35137,88.14
35138,88.22
35139,88.03
35140,88.09
35141,88.12999999999998
35142,88.04
35143,87.87999999999998
35144,87.8922
35145,87.89
35146,87.90999999999998
35147,87.83
35148,87.86
35149,87.98999999999998
35150,87.96
35151,87.98999999999998
35152,87.93999999999998
35153,87.92
35154,88.04
35155,88.01
35156,88.15
35157,88.08
35158,88.14
35159,88.15999999999998
35160,88.01869999999998
35161,88.14
35162,88.11
35163,88.15
35164,88.15529999999998
35165,88.15999999999998
35166,88.09
35167,88.14
35168,88.1221
35169,88.15
35170,88.18999999999998
35171,88.26
35172,88.34
35173,88.3076
35174,88.28
35175,88.3602
35176,88.26999999999998
35177,88.37999999999998
35178,88.3778
35179,88.29999999999998
35180,88.42
35181,88.45
35182,88.38519999999998
35183,88.3597
35184,88.32
35185,88.34999999999998
35186,88.40799999999999
35187,88.43
35188,88.33
35189,88.31
35190,88.3255
35191,88.34
35192,88.2601
35193,88.26
35194,88.3318
35195,88.2497
35196,88.085
35197,88.09999999999998
35198,88.08
35199,88.045
35200,88.09999999999998
35201,88.09999999999998
35202,88.11
35203,88.11
35204,88.12
35205,88.23999999999998
35206,88.18
35207,88.09999999999998
35208,88.1144
35209,88.0574
35210,87.9
35211,87.90999999999998
35212,87.90999999999998
35213,87.87
35214,87.9598
35215,88.0364
35216,87.93999999999998
35217,87.976
35218,87.89
35219,87.86
35220,87.84999999999998
35221,87.89
35222,87.89
35223,87.89
35224,87.95
35225,87.9
35226,87.92
35227,87.92200000000004
35228,88.0
35229,88.04
35230,88.03
35231,88.04
35232,87.98
35233,88.009
35234,87.89499999999998
35235,87.97
35236,87.986
35237,88.03
35238,88.04999999999998
35239,88.09
35240,88.06149999999998
35241,88.12
35242,88.12
35243,88.09
35244,88.09999999999998
35245,88.12
35246,88.09999999999998
35247,88.21
35248,88.2599
35249,88.26999999999998
35250,88.26999999999998
35251,88.23
35252,88.1535
35253,88.1783
35254,88.2899
35255,88.257
35256,88.22
35257,88.21
35258,88.1997
35259,88.16859999999998
35260,88.1473
35261,88.17
35262,88.1675
35263,88.11849999999998
35264,88.094
35265,88.08
35266,88.09
35267,88.11
35268,88.17
35269,88.12999999999998
35270,88.11499999999998
35271,88.15999999999998
35272,88.12999999999998
35273,88.15
35274,88.18999999999998
35275,88.15
35276,88.21
35277,88.2064
35278,88.1941
35279,88.1918
35280,88.29
35281,88.28
35282,88.37999999999998
35283,88.40999999999998
35284,88.45
35285,88.4
35286,88.4101
35287,88.43999999999998
35288,88.375
35289,88.302
35290,88.31
35291,88.32
35292,88.32
35293,88.33
35294,88.3356
35295,88.34
35296,88.37999999999998
35297,88.4
35298,88.36
35299,88.39499999999998
35300,88.39
35301,88.42
35302,88.46
35303,88.39
35304,88.4
35305,88.405
35306,88.48
35307,88.42
35308,88.40999999999998
35309,88.47
35310,88.45
35311,89.5852
35312,89.65999999999998
35313,89.54
35314,89.22
35315,89.075
35316,89.18
35317,89.2848
35318,89.56
35319,89.33
35320,89.68
35321,89.76
35322,89.62999999999998
35323,89.65
35324,89.7
35325,89.73
35326,89.97
35327,89.9642
35328,90.1412
35329,90.13
35330,90.28
35331,90.22
35332,90.33
35333,90.26
35334,90.3799
35335,90.54
35336,90.56
35337,90.665
35338,90.58
35339,90.54
35340,90.55
35341,90.87
35342,90.77
35343,91.18
35344,91.13
35345,91.29
35346,91.27
35347,91.29
35348,91.12
35349,91.22
35350,91.41
35351,91.5601
35352,91.43
35353,91.51
35354,91.699
35355,91.74
35356,91.74
35357,91.6994
35358,91.5544
35359,91.56
35360,91.55
35361,91.59
35362,91.779
35363,91.71
35364,91.49
35365,91.56
35366,91.65
35367,91.885
35368,91.89
35369,91.88
35370,91.95
35371,92.07
35372,92.18
35373,92.13
35374,92.2875
35375,92.2737
35376,92.17
35377,92.17
35378,92.15
35379,92.16
35380,92.17
35381,92.09
35382,92.0642
35383,92.1179
35384,92.03
35385,92.156
35386,92.35
35387,92.365
35388,92.31
35389,92.41
35390,92.38
35391,92.3769
35392,92.37
35393,92.5728
35394,92.4752
35395,92.5541
35396,92.4396
35397,92.4
35398,92.5
35399,92.44
35400,92.3932
35401,92.25
35402,92.19
35403,92.1935
35404,92.07
35405,92.25
35406,92.23
35407,92.3
35408,92.194
35409,91.9798
35410,92.1524
35411,92.06
35412,92.04
35413,91.8314
35414,91.91
35415,92.0327
35416,91.825
35417,91.89
35418,91.93
35419,91.97
35420,92.0592
35421,91.92
35422,91.93
35423,91.83
35424,91.9163
35425,91.85
35426,91.66
35427,91.5702
35428,91.58
35429,91.4258
35430,91.5368
35431,91.5395
35432,91.525
35433,91.71
35434,91.83
35435,91.8
35436,91.77
35437,91.8778
35438,91.96
35439,92.08
35440,92.0448
35441,92.1368
35442,92.19
35443,92.01
35444,92.08
35445,92.16
35446,92.25
35447,92.097
35448,91.84
35449,91.79
35450,91.93
35451,91.87
35452,91.85
35453,91.94
35454,91.84
35455,91.8774
