,GOOGL
35084,764.6724999999999
35085,764.7749999999999
35086,764.38
35087,764.35
35088,764.5
35089,764.685
35090,764.51
35091,764.6699999999997
35092,764.635
35093,764.61
35094,764.46
35095,764.4688
35096,764.08
35097,764.37
35098,764.26
35099,764.2899999999997
35100,764.34
35101,763.5
35102,763.5399999999997
35103,763.36
35104,762.87
35105,762.7999999999997
35106,762.58
35107,762.25
35108,762.0299999999999
35109,762.3999999999999
35110,762.64
35111,763.24
35112,763.6499999999999
35113,763.56
35114,763.38
35115,763.63
35116,763.64
35117,763.71
35118,763.4249999999997
35119,763.4905
35120,763.52
35121,763.595
35122,764.09
35123,763.8900999999997
35124,763.57
35125,762.69
35126,763.48
35127,763.46
35128,763.37
35129,763.58
35130,763.2799999999999
35131,763.36
35132,763.35
35133,763.2598
35134,762.9099999999999
35135,763.0
35136,762.725
35137,762.45
35138,762.6599999999999
35139,762.4199999999997
35140,763.1699999999997
35141,761.7
35142,762.11
35143,761.34
35144,761.2
35145,761.57
35146,761.015
35147,760.7
35148,761.08
35149,760.7
35150,760.945
35151,760.955
35152,761.07
35153,761.0299999999999
35154,761.1649999999997
35155,761.08
35156,761.58
35157,760.99
35158,760.975
35159,760.75
35160,760.825
35161,760.83
35162,760.86
35163,760.72
35164,760.6626999999999
35165,760.7849999999999
35166,760.76
35167,760.89
35168,761.07
35169,761.0005
35170,761.0399999999997
35171,761.11
35172,761.39
35173,761.8999999999999
35174,762.0299999999999
35175,762.14
35176,761.745
35177,761.895
35178,761.38
35179,761.2850000000003
35180,761.19
35181,761.76
35182,762.14
35183,761.6499999999999
35184,761.24
35185,761.7999999999997
35186,761.99
35187,761.9100000000003
35188,761.83
35189,761.585
35190,761.34
35191,761.1599999999999
35192,760.9380999999997
35193,761.1599999999999
35194,761.0299999999999
35195,761.1499999999999
35196,761.0299999999999
35197,760.93
35198,760.825
35199,760.6599999999999
35200,760.87
35201,760.431
35202,760.49
35203,760.77
35204,761.0499999999997
35205,761.095
35206,761.125
35207,761.35
35208,761.8092
35209,761.76
35210,761.615
35211,762.09
35212,762.0
35213,761.7899999999997
35214,762.12
35215,762.5399999999997
35216,761.93
35217,761.845
35218,762.3134999999999
35219,762.1599999999999
35220,762.3246999999999
35221,762.4894
35222,762.3988
35223,762.19
35224,762.2899999999997
35225,761.7799999999999
35226,762.2949999999997
35227,762.25
35228,762.45
35229,762.6
35230,762.73
35231,762.6599999999999
35232,762.33
35233,762.2733
35234,762.38
35235,762.64
35236,762.7999999999997
35237,762.9199999999997
35238,762.5399999999997
35239,762.81
35240,762.86
35241,762.5435
35242,763.0499999999997
35243,763.0499999999997
35244,763.01
35245,762.93
35246,762.85
35247,763.11
35248,763.215
35249,762.9406
35250,762.95
35251,763.34
35252,762.73
35253,763.34
35254,763.63
35255,763.38
35256,762.87
35257,763.12
35258,763.13
35259,763.0755
35260,763.21
35261,763.0100999999999
35262,762.84
35263,762.52
35264,762.59
35265,762.2899999999997
35266,762.39
35267,762.49
35268,762.1499999999999
35269,761.94
35270,761.83
35271,762.595
35272,763.0399999999997
35273,763.0399999999997
35274,762.76
35275,762.52
35276,762.89
35277,762.7
35278,762.81
35279,762.47
35280,763.0
35281,762.56
35282,763.12
35283,763.075
35284,763.49
35285,763.5499999999997
35286,763.84
35287,763.9199999999997
35288,763.85
35289,763.625
35290,763.6801
35291,763.8999999999999
35292,763.9199999999997
35293,763.98
35294,763.98
35295,764.34
35296,764.64
35297,764.33
35298,764.24
35299,764.2999999999997
35300,764.35
35301,764.77
35302,764.6699999999997
35303,764.73
35304,764.83
35305,764.95
35306,765.46
35307,765.2999999999997
35308,764.85
35309,764.77
35310,764.46
35311,769.7
35312,768.58
35313,769.1797
35314,769.705
35315,769.7425
35316,770.0
35317,767.1499999999999
35318,767.1499999999999
35319,768.0
35320,768.61
35321,769.7422
35322,769.5917
35323,770.19
35324,769.99
35325,770.1599999999999
35326,771.135
35327,772.1
35328,773.06
35329,772.423
35330,773.1
35331,772.3791
35332,772.73
35333,773.77
35334,772.93
35335,773.7999999999997
35336,774.97
35337,775.6887
35338,776.34
35339,776.0399999999997
35340,775.605
35341,775.0
35342,775.21
35343,777.76
35344,776.88
35345,776.95
35346,776.27
35347,776.2863999999997
35348,775.89
35349,775.38
35350,776.35
35351,776.635
35352,775.9688
35353,775.88
35354,775.43
35355,776.14
35356,775.87
35357,775.4823
35358,774.1599999999999
35359,775.2
35360,775.0076
35361,774.2
35362,773.941
35363,774.82
35364,774.5
35365,773.6699
35366,774.22
35367,774.716
35368,774.45
35369,774.62
35370,774.635
35371,774.3399
35372,774.5299999999999
35373,773.9199999999997
35374,774.5349999999999
35375,775.1
35376,775.6599999999999
35377,775.61
35378,775.56
35379,775.4362
35380,775.81
35381,774.8508
35382,774.745
35383,774.7852
35384,774.49
35385,774.515
35386,775.5
35387,776.0299999999999
35388,775.5299999999999
35389,776.64
35390,777.21
35391,777.63
35392,777.75
35393,778.51
35394,778.19
35395,778.1499999999999
35396,777.6699999999997
35397,778.12
35398,778.31
35399,778.11
35400,778.33
35401,777.77
35402,778.1699999999997
35403,777.73
35404,777.4125
35405,777.98
35406,777.9099999999999
35407,778.1
35408,777.26
35409,776.8791999999999
35410,776.8999999999999
35411,776.6792
35412,776.2652
35413,776.1239999999997
35414,776.08
35415,776.44
35416,776.5
35417,776.38
35418,776.31
35419,776.12
35420,776.13
35421,776.23
35422,776.68
35423,776.7564999999997
35424,777.0874999999999
35425,776.94
35426,775.5399999999997
35427,775.13
35428,775.2899999999997
35429,775.76
35430,775.2
35431,774.7
35432,775.0
35433,774.9239999999999
35434,775.82
35435,775.89
35436,776.0499999999997
35437,776.25
35438,776.44
35439,776.7999999999997
35440,777.31
35441,777.19
35442,777.32
35443,777.21
35444,777.3903
35445,777.51
35446,777.19
35447,776.99
35448,776.6499999999999
35449,776.4199999999997
35450,776.2
35451,776.01
35452,775.95
35453,776.02
35454,776.3999999999999
35455,776.6499999999999
35456,775.94
35457,776.18
35458,775.8999999999999
35459,775.39
35460,775.4099999999999
35461,775.385
35462,775.37
35463,775.45
35464,776.06
35465,775.97
35466,775.966
35467,775.56
35468,775.5399999999997
35469,775.306
35470,775.4298999999999
35471,776.14
35472,776.14
35473,776.19
35474,776.25
35475,775.97
35476,776.0299999999999
35477,776.315
35478,776.4347
35479,776.6
35480,776.24
35481,775.23
35482,774.76
35483,775.14
35484,774.35
35485,773.93
35486,773.89
35487,774.725
35488,774.85
35489,775.0242
35490,774.19
35491,774.37
35492,774.5
35493,774.505
35494,774.7899999999997
35495,775.22
35496,775.1064
35497,775.145
35498,775.06
35499,775.13
35500,775.22
35501,775.12
35502,775.32
35503,775.22
35504,774.84
35505,774.51
35506,774.59
35507,774.81
35508,775.11
35509,775.18
35510,775.23
35511,775.23
35512,775.6975
35513,775.58
35514,775.0299999999999
35515,774.34
35516,774.7
35517,774.817
35518,775.0399999999997
35519,774.9989999999997
35520,775.8999999999999
35521,776.005
35522,775.865
35523,775.95
35524,775.62
35525,775.18
35526,775.36
35527,775.5499999999997
35528,775.5299999999999
35529,775.6
35530,775.58
35531,775.5
35532,775.8861
35533,775.9969999999997
35534,775.95
35535,776.0399999999997
35536,775.77
35537,775.6599999999999
35538,775.72
35539,775.485
35540,775.5
35541,775.43
35542,775.5499999999997
35543,775.58
35544,775.375
35545,775.39
35546,775.325
35547,775.26
35548,775.02
35549,774.725
35550,775.0260000000003
35551,775.08
35552,775.47
35553,775.88
35554,775.58
35555,775.33
35556,775.25
35557,774.8530000000003
35558,774.68
35559,774.6599999999999
35560,775.2650999999997
35561,775.7
35562,775.2999999999997
35563,775.68
35564,775.36
35565,775.6699999999997
35566,775.6499999999999
35567,775.9689999999997
35568,775.8844999999999
35569,775.7999999999997
35570,775.6
35571,774.63
35572,774.4599999999997
35573,774.2899999999997
35574,774.36
35575,774.73
35576,774.6899999999997
35577,774.6499999999999
35578,774.37
35579,774.76
35580,774.64
35581,774.435
35582,773.6924
35583,774.5288
35584,774.36
35585,774.1658999999999
35586,773.94
35587,774.1699999999997
35588,774.85
35589,774.46
35590,776.4099999999999
35591,775.51
35592,774.645
35593,774.83
35594,774.47
35595,774.71
35596,774.69
35597,774.4976
35598,776.37
35599,776.0625
35600,776.48
35601,776.5399999999997
35602,776.3699
35603,776.09
35604,776.5
35605,775.99
35606,775.94
35607,776.23
35608,776.02
35609,776.47
35610,776.69
35611,776.4199999999997
35612,776.88
35613,776.76
35614,776.96
35615,776.6
35616,776.07
35617,776.2
35618,776.2899999999997
35619,776.6151
35620,776.1
35621,776.22
35622,776.71
35623,776.5449999999997
35624,776.51
35625,777.2799999999999
35626,776.9099999999999
35627,777.62
35628,777.1771
35629,777.29855
35630,777.4199999999997
35631,777.49
35632,777.58
35633,777.8595
35634,777.99
35635,777.2899999999997
35636,777.14
35637,777.86
35638,777.9199999999997
35639,777.9724999999999
35640,777.6
35641,777.5249999999999
35642,777.1699999999997
35643,777.7999999999997
35644,777.7295
35645,777.52
35646,777.86
35647,777.38
35648,777.9199999999997
35649,777.94
35650,777.73
35651,777.9199999999997
35652,777.5
35653,777.8999999999999
35654,777.9099999999999
35655,777.48
35656,777.57
35657,777.7271
35658,777.34
35659,777.485
35660,777.46
35661,777.6599999999999
35662,777.88
35663,777.94
35664,778.12
35665,778.13
35666,778.21
35667,778.46
35668,778.3510000000001
35669,778.215
35670,778.37
35671,777.99
35672,778.62
35673,778.58
35674,778.32
35675,778.71
35676,778.6
35677,778.75
35678,778.99
35679,779.1499999999999
35680,779.095
35681,779.671
35682,779.77
35683,779.4249999999997
35684,779.71
35685,779.69
35686,779.73
35687,779.27
35688,779.32
35689,779.14
35690,778.51
35691,778.62
35692,778.24
35693,777.7999999999997
35694,777.59
35695,777.49
35696,778.46
35697,778.56
35698,778.7
35699,778.83
35700,778.22
35701,780.47
35702,779.62
35703,778.1699999999997
35704,776.015
35705,775.51
35706,776.56
35707,773.645
35708,775.71
35709,776.9199999999997
35710,777.7999999999997
35711,777.61
35712,776.89
35713,777.1153
35714,776.85
35715,778.45
35716,779.35
35717,778.58
35718,778.52
35719,779.5405
35720,780.64
35721,781.8489999999997
35722,781.5499999999997
35723,781.26
35724,781.27
35725,781.64
35726,780.31
35727,781.75
35728,782.4199999999997
35729,782.36
35730,782.6
35731,782.3420999999997
35732,782.4547999999999
35733,783.1
35734,782.9580000000003
35735,784.19
35736,784.08
35737,784.0249999999999
35738,784.86
35739,784.48
35740,784.2
35741,782.58
35742,782.1699999999997
35743,781.2999999999997
35744,782.0
35745,782.84
35746,782.44
35747,782.52
35748,782.23
35749,782.06
35750,782.26
35751,782.5399999999997
35752,782.24
35753,782.18
35754,781.962
35755,782.25
35756,781.75
35757,781.0
35758,781.01
35759,781.5
35760,781.27
35761,782.99
35762,783.5499999999997
35763,783.6331
35764,783.8999999999999
35765,784.3288
35766,784.21
35767,783.1699999999997
35768,783.1499999999999
35769,782.68
35770,782.7949999999997
35771,783.0052
35772,783.45
35773,783.2999999999997
35774,782.98
35775,782.0
35776,782.7
35777,783.1612
35778,783.2
35779,783.08
35780,783.0
35781,782.325
35782,782.12
35783,781.635
35784,782.625
35785,782.2
35786,782.2
35787,781.4792
35788,782.265
35789,781.6
35790,783.02
35791,782.59
35792,782.33
35793,781.88
35794,781.6866999999999
35795,782.1499999999999
35796,782.39
35797,781.6699999999997
35798,781.51
35799,781.51
35800,781.48
35801,781.69
35802,781.39
35803,780.96
35804,781.13
35805,781.38
35806,781.32
35807,781.01
35808,781.73
35809,780.6
35810,780.7899999999997
35811,781.64
35812,780.89
35813,780.68
35814,781.7
35815,780.72
35816,781.4199999999997
35817,781.0449999999997
35818,781.06
35819,781.48
35820,781.58
35821,780.46
35822,781.046
35823,780.62
35824,780.6499999999999
35825,780.93
35826,780.52
35827,780.0399999999997
35828,780.48
35829,779.965
35830,780.7799999999999
35831,780.25
35832,780.27
35833,780.57
35834,780.4199999999997
35835,780.14
35836,780.0399999999997
35837,780.0399999999997
35838,780.1898999999999
35839,779.7899999999997
35840,780.1599999999999
35841,780.39
35842,780.49
35843,780.3999999999999
35844,780.88
35845,780.8658
35846,780.48
35847,781.57
35848,781.7999999999997
35849,781.85
35850,781.36
35851,780.6
35852,781.0
35853,780.74
35854,780.96
35855,781.2899999999997
35856,781.2999999999997
35857,781.0349999999999
35858,781.7699
35859,781.23
35860,781.5499999999997
35861,781.25
35862,780.94
35863,781.1499999999999
35864,781.1
35865,781.45
35866,781.57
35867,781.21
35868,781.0499999999997
35869,781.443
35870,781.3999999999999
35871,781.5499999999997
35872,780.69
35873,780.89
35874,781.27
35875,781.39
35876,781.27
35877,781.1
35878,780.83
35879,780.82
35880,780.8725
35881,781.1699
35882,781.0399999999997
35883,781.2049999999997
35884,781.37
35885,781.085
35886,781.24
35887,781.64
35888,781.1599999999999
35889,781.37
35890,780.72
35891,780.39
35892,780.34
35893,780.2999999999997
35894,780.61
35895,780.5250000000003
35896,780.44
35897,780.0499999999997
35898,780.1549999999999
35899,780.48
35900,779.56
35901,779.345
35902,779.49
35903,779.49
35904,779.45
35905,779.26
35906,779.345
35907,779.34
35908,779.2999999999997
35909,779.5399999999997
35910,779.37
35911,779.32
35912,779.11
35913,779.74
35914,779.81
35915,780.0499999999997
35916,779.335
35917,779.36
35918,779.5647
35919,779.7799999999999
35920,779.87
35921,779.85
35922,779.86
35923,779.4314
35924,779.4274
35925,779.49
35926,779.02
35927,779.1798999999999
35928,779.64
35929,779.59
35930,779.59
35931,779.26
35932,778.696
35933,778.5
35934,778.72
35935,778.6
35936,778.33
35937,778.27
35938,778.52
35939,778.59
35940,777.7899999999997
35941,777.825
35942,778.21
35943,778.52
35944,778.1599999999999
35945,777.4199999999997
35946,777.6599999999999
35947,777.6699999999997
35948,778.25
35949,778.06
35950,777.9107
35951,778.0399999999997
35952,778.25
35953,778.21
35954,778.56
35955,778.56
35956,779.0299999999999
35957,779.34
35958,779.39
35959,779.7068
35960,779.3675
35961,779.24
35962,779.58
35963,779.27
35964,778.75
35965,778.72
35966,779.0249999999999
35967,779.2999999999997
35968,779.2999999999997
35969,779.47
35970,779.47
35971,779.2999999999997
35972,779.39
35973,778.75
35974,778.68
35975,779.59
35976,779.4099999999999
35977,779.18
35978,779.1599999999999
35979,779.1699999999997
35980,779.065
35981,779.35
35982,779.19
35983,779.06
35984,779.235
35985,779.45
35986,779.4199999999997
35987,779.69
35988,779.6599999999999
35989,779.01
35990,778.97
35991,779.0183
35992,778.6
35993,778.6578
35994,778.02
35995,778.1303
35996,778.2152
35997,778.71
35998,778.59
35999,779.31
36000,778.86
36001,779.08
36002,778.615
36003,778.58
36004,778.12
36005,777.36
36006,777.48
36007,777.6699999999997
36008,778.06
36009,778.08
36010,778.2161999999997
36011,778.0
36012,778.58
36013,778.71
36014,778.88
36015,778.6468999999997
36016,778.5
36017,778.68
36018,778.015
36019,778.12
36020,778.1599999999999
36021,777.6649999999997
36022,778.14
36023,777.83
36024,778.08
36025,777.95
36026,777.86
36027,777.822
36028,777.5249999999999
36029,777.52
36030,777.2999999999997
36031,777.32
36032,777.13
36033,777.435
36034,777.3800999999999
36035,777.26
36036,777.1209
36037,777.0399999999997
36038,777.24
36039,777.09
36040,776.8112999999997
36041,776.4099999999999
36042,776.5499999999997
36043,776.305
36044,775.84
36045,776.0399999999997
36046,776.27
36047,776.07
36048,776.01
36049,775.95
36050,775.955
36051,776.32
36052,776.345
36053,776.135
36054,776.48
36055,776.4298999999999
36056,775.89
36057,775.4701
36058,776.21
36059,776.3999999999999
36060,775.72
36061,776.38
36062,776.5
36063,776.08
36064,776.1
36065,776.11
36066,775.94
36067,775.75
36068,775.85
36069,776.07
36070,775.49
36071,775.9099999999999
36072,775.835
36073,775.5
36074,776.02
36075,775.82
36076,775.85
36077,776.02
36078,775.88
36079,776.08
36080,775.99
36081,775.8999999999999
36082,775.835
36083,776.1
36084,776.44
36085,776.1499999999999
36086,776.38
36087,776.74
36088,776.705
36089,776.5499999999997
36090,776.18
36091,778.5399999999997
36092,779.395
36093,779.4846999999999
36094,779.81
36095,779.69
36096,779.595
36097,778.48
36098,779.24
36099,779.8999999999999
36100,780.35
36101,778.81
36102,778.31
36103,778.61
36104,778.2
36105,777.6599999999999
36106,777.33
36107,776.46
36108,775.8155
36109,774.56
36110,775.1054
36111,774.5
36112,774.1499999999999
36113,774.2949999999997
36114,775.22
36115,775.0
36116,775.02
36117,774.7999999999997
36118,774.83
36119,774.7369999999999
36120,774.26
36121,774.86
36122,775.11
36123,775.18
36124,774.6
36125,774.75
36126,775.48
36127,775.5
36128,775.74
36129,776.96
36130,777.76
36131,776.31
36132,777.06
36133,777.635
36134,777.64
36135,777.8798
36136,778.5399999999997
36137,777.6003
36138,776.39
36139,777.43
36140,777.6599999999999
36141,778.0
36142,778.18
36143,777.5299999999999
36144,777.6499999999999
36145,777.97
36146,777.6499999999999
36147,777.0499999999997
36148,777.4674999999999
36149,777.98
36150,778.07
36151,777.8101
36152,776.6699999999997
36153,777.3038
36154,777.24
36155,776.34
36156,775.87
36157,776.1001
36158,776.985
36159,776.57
36160,777.34
36161,776.1749999999997
36162,776.3653
36163,776.0399999999997
36164,776.7799999999999
36165,777.0399999999997
36166,778.0299999999999
36167,778.1599999999999
36168,777.85
36169,778.34
36170,778.1225
36171,778.1395999999999
36172,778.43
36173,779.1155
36174,778.81
36175,778.38
36176,778.51
36177,778.75
36178,778.39
36179,777.5
36180,777.935
36181,778.12
36182,777.38
36183,778.25
36184,777.2899999999997
36185,776.33
36186,776.5399999999997
36187,776.85
36188,776.23
36189,776.19
36190,776.02
36191,776.83
36192,776.26
36193,776.51
36194,776.22
36195,775.865
36196,776.2899999999997
36197,776.2335
36198,774.8999999999999
36199,775.97
36200,775.9339999999999
36201,775.14
36202,775.6499999999999
36203,775.63
36204,775.645
36205,774.8205
36206,775.0499999999997
36207,775.3999999999999
36208,775.24
36209,775.7899999999997
36210,775.19
36211,775.61
36212,775.7899999999997
36213,775.7
36214,775.4099999999999
36215,775.6649999999997
36216,775.47
36217,775.56
36218,775.77
36219,776.1699999999997
36220,776.18
36221,776.1549999999999
36222,775.88
36223,776.1599999999999
36224,776.235
36225,776.105
36226,776.2799999999999
36227,776.33
36228,775.7999999999997
36229,775.7899999999997
36230,775.33
36231,775.0499999999997
36232,775.0354999999997
36233,775.0347
36234,775.26
36235,775.6599999999999
36236,776.02
36237,775.7799999999999
36238,776.1
36239,776.305
36240,776.97
36241,778.08
36242,777.39
36243,776.605
36244,776.5905
36245,776.7899999999997
36246,777.3999999999999
36247,777.5
36248,777.51
36249,776.52
36250,776.5907500000003
36251,776.6615
36252,777.0
36253,777.1749999999997
36254,776.51
36255,776.0
36256,776.74
36257,776.8975
36258,776.88
36259,777.005
36260,777.13
36261,777.0
36262,777.2899999999997
36263,777.5
36264,777.3999999999999
36265,777.5299999999999
36266,777.625
36267,777.77
36268,777.985
36269,778.0
36270,778.095
36271,778.61
36272,778.855
36273,779.0124999999997
36274,779.1699999999997
36275,779.3264
36276,779.0
36277,779.13
36278,779.46
36279,779.2999999999997
36280,779.7899999999997
36281,780.0
36282,779.875
36283,779.8016
36284,780.06
36285,780.21
36286,779.7899999999997
36287,780.225
36288,780.1699999999997
36289,780.22
36290,780.2899999999997
36291,780.3922
36292,780.201
36293,780.09
36294,780.0499999999997
36295,780.01
36296,780.1439999999999
36297,780.5
36298,780.45
36299,781.26
36300,781.71
36301,781.9099999999999
36302,782.1699999999997
36303,782.5499999999997
36304,783.13
36305,783.176
36306,782.9805
36307,782.96
36308,782.87
36309,783.26
36310,783.4726
36311,782.957
36312,782.8910000000003
36313,783.065
36314,783.08
36315,782.99
36316,783.0
36317,782.8508
36318,782.9249999999997
36319,783.0895
36320,783.25
36321,783.2032
36322,784.0
36323,784.615
36324,784.25
36325,784.25
36326,784.24
36327,784.44
36328,784.1499999999999
36329,784.3503
36330,784.39
36331,784.32
36332,784.24
36333,784.61
36334,784.5360000000003
36335,784.45
36336,784.7
36337,784.6699999999997
36338,784.49
36339,784.585
36340,784.5883
36341,784.77
36342,784.74
36343,784.7899999999997
36344,784.88
36345,784.5
36346,784.51
36347,784.97
36348,784.77
36349,785.46
36350,785.47
36351,785.68
36352,786.46
36353,786.2139999999997
36354,786.071
36355,786.59
36356,786.3757
36357,786.1499999999999
36358,786.5299999999999
36359,785.5249999999999
36360,785.5856
36361,785.56
36362,785.544
36363,785.38
36364,785.0
36365,785.26
36366,785.1499999999999
36367,785.43
36368,785.6
36369,785.5
36370,785.56
36371,785.5
36372,786.0
36373,785.825
36374,785.99
36375,786.0
36376,786.39
36377,787.6499999999999
36378,789.4099999999999
36379,789.44
36380,789.1499999999999
36381,789.01
36382,788.51
36383,788.0
36384,788.5277999999997
36385,789.13
36386,789.02
36387,788.8999999999999
36388,789.0
36389,788.99
36390,789.0399999999997
36391,789.14
36392,789.24
36393,789.204
36394,789.6549999999999
36395,789.64
36396,789.5566999999999
36397,789.075
36398,789.47
36399,789.3169
36400,789.56
36401,789.5308
36402,789.76
36403,789.77
36404,790.0
36405,789.82
36406,789.9199999999997
36407,789.685
36408,789.8999999999999
36409,789.72
36410,789.9353
36411,790.38
36412,790.6749999999997
36413,791.37
36414,791.2
36415,790.64
36416,790.75
36417,790.56
36418,790.7899999999997
36419,791.24
36420,791.36
36421,791.25
36422,790.95
36423,790.77
36424,790.8165
36425,790.6499999999999
36426,790.56
36427,791.73
36428,791.7999999999997
36429,791.8960000000003
36430,791.3211999999999
36431,791.1
36432,790.89
36433,790.26
36434,790.62
36435,790.6699999999997
36436,790.765
36437,790.57
36438,790.1499999999999
36439,790.445
36440,790.69
36441,791.0
36442,791.0
36443,791.0399999999997
36444,791.35
36445,790.96
36446,791.09
36447,790.96
36448,791.63
36449,791.27
36450,790.7949999999997
36451,790.46
36452,791.1699999999997
36453,791.08
36454,790.9249999999997
36455,790.81
36456,791.02
36457,791.0
36458,790.98
36459,791.1599999999999
36460,791.33
36461,790.9601
36462,791.0399999999997
36463,790.63
36464,791.22
36465,791.02
36466,790.6703999999999
36467,790.87
36468,791.33
36469,790.955
36470,790.6599999999999
36471,790.7
36472,790.325
36473,789.5449999999997
36474,789.9058
36475,789.43
36476,790.24
36477,790.21
36478,789.93
36479,790.3696999999999
36480,791.47
36481,789.07
36482,789.51
36483,790.0
36484,790.72
36485,791.49
36486,792.2799999999999
36487,793.32
36488,793.39
36489,793.62
36490,794.12
36491,794.029
36492,794.1
36493,792.57
36494,793.71
36495,794.7
36496,796.4099999999999
36497,797.12
36498,797.2899999999997
36499,796.58
36500,796.37
36501,796.6499999999999
36502,797.95
36503,797.2799999999999
36504,796.13
36505,796.3999999999999
36506,795.4085
36507,794.75
36508,795.0
36509,794.541
36510,795.6367
36511,795.0
36512,795.4201
36513,794.84
36514,794.0
36515,793.2999999999997
36516,793.5499999999997
36517,794.375
36518,793.84
36519,794.975
36520,795.5
36521,795.8297
36522,795.59
36523,795.46
36524,794.95
36525,795.4099999999999
36526,796.23
36527,795.46
36528,795.02
36529,795.69
36530,796.0299999999999
36531,795.76
36532,796.185
36533,795.7999999999997
36534,795.47
36535,795.2623
36536,796.14
36537,796.1499999999999
36538,796.1584
36539,795.9099999999999
36540,795.19
36541,795.74
36542,795.56
36543,795.12
36544,795.1549999999999
36545,795.96
36546,794.86
36547,794.13
36548,793.19
36549,795.35
36550,794.1699999999997
36551,794.26
36552,794.13
36553,794.27
36554,793.27
36555,794.27
36556,794.44
36557,794.32
36558,793.88
36559,794.9099999999999
36560,794.64
36561,795.305
36562,795.13
36563,795.35
36564,794.83
36565,795.5
36566,796.2
36567,795.9199999999997
36568,796.27
36569,796.0
36570,796.14
36571,795.98
36572,795.21
36573,795.86
36574,795.95
36575,795.93
36576,795.98
36577,796.395
36578,796.635
36579,797.32
36580,797.59
36581,797.13
36582,797.19
36583,797.06
36584,796.32
36585,796.46
36586,796.09
36587,795.85
36588,795.2496999999997
36589,796.2
36590,796.72
36591,796.2159
36592,796.4507999999997
36593,796.8275
36594,797.2
36595,796.1
36596,796.2799999999999
36597,796.6599999999999
36598,795.445
36599,795.5299999999999
36600,795.94
36601,795.8025
36602,795.62
36603,795.2132
36604,795.99
36605,796.38
36606,796.64
36607,796.2215
36608,795.57
36609,795.5299999999999
36610,795.22
36611,795.4199999999997
36612,795.25
36613,795.35
36614,795.5399999999997
36615,795.86
36616,795.72
36617,796.5499999999997
36618,796.63
36619,796.7899
36620,796.93
36621,796.5428
36622,796.31
36623,796.2500999999999
36624,795.73
36625,795.6
36626,795.99
36627,796.25
36628,796.32
36629,795.9199999999997
36630,796.45
36631,796.555
36632,796.0
36633,796.5
36634,797.0
36635,796.83
36636,796.605
36637,796.59
36638,796.69
36639,796.36
36640,796.8202999999999
36641,796.68
36642,797.2
36643,796.7404
36644,797.5
36645,797.06
36646,797.09
36647,797.1499999999999
36648,797.23
36649,797.2
36650,797.01
36651,796.8565999999997
36652,796.84
36653,796.4301
36654,797.4751999999999
36655,797.95
36656,797.9989
36657,798.2799999999999
36658,798.7999999999997
36659,798.97
36660,798.47
36661,798.459
36662,798.14
36663,797.9839999999997
36664,798.0
36665,797.6599999999999
36666,797.6
36667,797.2
36668,797.71
36669,797.11
36670,797.68
36671,797.33
36672,797.5399999999997
36673,797.7408
36674,797.89
36675,797.12
36676,797.9099999999999
36677,797.4004
36678,797.7999999999997
36679,798.38
36680,798.35
36681,798.1599999999999
36682,797.61
36683,797.22
36684,797.44
36685,797.0
36686,795.7899999999997
36687,795.9099999999999
36688,796.75
36689,796.818
36690,796.45
36691,796.395
36692,796.34
36693,796.1549999999999
36694,796.13
36695,795.1847
36696,795.96
36697,795.7899999999997
36698,795.27
36699,795.2700999999997
36700,795.85
36701,795.18
36702,795.215
36703,795.5399999999997
36704,795.5299999999999
36705,795.61
36706,795.4099999999999
36707,795.25
36708,795.08
36709,794.2002999999999
36710,794.4199999999997
36711,794.33
36712,794.18
36713,794.416
36714,794.5
36715,795.21
36716,794.95
36717,794.5207
36718,794.7843
36719,794.34
36720,794.24
36721,793.7999999999997
36722,793.22
36723,794.0
36724,794.2
36725,794.3999999999999
36726,794.51
36727,794.6549999999999
36728,794.2777999999997
36729,794.9099999999999
36730,794.8078
36731,794.49
36732,794.585
36733,794.68
36734,794.57
36735,794.5
36736,794.43
36737,794.59
36738,794.58
36739,794.87
36740,794.84
36741,795.08
36742,795.0
36743,795.18
36744,794.69
36745,795.13
36746,794.98
36747,795.11
36748,795.125
36749,794.89
36750,794.74
36751,794.82
36752,794.9099999999999
36753,794.68
36754,794.59
36755,794.5625
36756,794.5349999999999
36757,794.2491999999999
36758,794.0499999999997
36759,793.57
36760,793.98
36761,793.6699999999997
36762,793.45
36763,793.64
36764,793.7899
36765,793.47
36766,793.2799999999999
36767,792.4199999999997
36768,792.5399999999997
36769,792.7
36770,792.3999999999999
36771,791.86
36772,791.7799999999999
36773,791.1219999999997
36774,791.1699999999997
36775,790.97
36776,791.9680000000003
36777,792.18
36778,792.62
36779,792.3843
36780,792.8999999999999
36781,793.18
36782,793.72
36783,793.18
36784,793.49
36785,793.38
36786,793.09
36787,793.2999999999997
36788,792.07
36789,792.0
36790,792.6
36791,792.97
36792,793.0499999999997
36793,793.84
36794,793.2
36795,793.1101
36796,792.5499999999997
36797,793.38
36798,793.1721
36799,793.3999999999999
36800,792.4099999999999
36801,792.32
36802,792.335
36803,792.14
36804,792.14
36805,792.1325
36806,792.1
36807,792.37
36808,792.5299999999999
36809,792.3675
36810,792.56
36811,792.635
36812,793.12
36813,793.46
36814,793.5
36815,793.7
36816,793.97
36817,794.09
36818,793.83
36819,793.7799999999999
36820,794.11
36821,793.99
36822,794.51
36823,794.6499999999999
